"Longitude","Latitude","Date","State","Temp","CO","NO2","SO2","AtmPres"
-74.9384,42.1497,"2014-11-02","New York",4.05,0.23,4.33,0.71,995.1
-74.9384,42.1497,"2014-11-03","New York",8.14,0.26,12.9,1.43,998.8
-74.9384,42.1497,"2014-11-04","New York",13.58,0.29,18.85,2.21,997.35
-74.9384,42.1497,"2014-11-05","New York",11.11,0.28,18.08,1.2,998.03
-74.9384,42.1497,"2014-11-06","New York",6.73,0.35,20.15,0.8,990.91
-74.9384,42.1497,"2014-11-07","New York",4.76,0.27,9.88,0.76,987.31
-74.9384,42.1497,"2014-11-08","New York",3.94,0.29,10.75,0.93,992.66
-74.9384,42.1497,"2014-11-09","New York",6.61,0.31,13.11,1.24,992.94
-74.9384,42.1497,"2014-11-10","New York",8.12,0.43,21.77,1.86,998.28
-74.9384,42.1497,"2014-11-11","New York",11.9,0.39,20.58,1.34,994.63
-74.9384,42.1497,"2014-11-12","New York",9.47,0.27,12.3,0.78,994.41
-74.9384,42.1497,"2014-11-13","New York",2.34,0.26,13.66,0.91,997.78
-74.9384,42.1497,"2014-11-14","New York",0.37,0.28,10.34,0.91,997.31
-74.9384,42.1497,"2014-11-15","New York",-0.57,0.31,13.54,1.14,1003.85
-74.9384,42.1497,"2014-11-16","New York",1.41,0.37,17.07,1.77,1001.32
-74.9384,42.1497,"2014-11-17","New York",2.91,0.43,19.25,0.95,984.95
-74.9384,42.1497,"2014-11-18","New York",-3.87,0.3,7.89,1.11,987.8
-74.9384,42.1497,"2014-11-19","New York",-4.74,0.33,11.6,1.37,996.61
-74.9384,42.1497,"2014-11-20","New York",-1.06,0.33,12.92,1.35,990.72
-74.9384,42.1497,"2014-11-21","New York",-3.93,0.32,10.86,1.03,1003.32
-74.9384,42.1497,"2014-11-22","New York",0.47,0.32,19.77,2.26,1002.62
-74.9384,42.1497,"2014-11-23","New York",7.56,0.37,23.4,1.71,996.56
-74.9384,42.1497,"2014-11-24","New York",14.01,0.29,12.34,0.77,981.08
-74.9384,42.1497,"2014-11-25","New York",8.04,0.28,13.01,1.07,992.96
-74.9384,42.1497,"2014-11-26","New York",1.16,0.34,12.63,0.84,996.71
-74.9384,42.1497,"2014-11-27","New York",-0.71,0.38,9.29,0.91,994.73
-74.9384,42.1497,"2014-11-28","New York",-3.27,0.36,9.98,0.8,1000.04
-74.9384,42.1497,"2014-11-29","New York",-2.06,0.41,17.12,1.52,1000.97
-74.9384,42.1497,"2014-11-30","New York",7.31,0.39,13.72,1.32,994.81
-74.9384,42.1497,"2014-12-01","New York",5.81,0.37,14.2,1.1,1002.16
-74.9384,42.1497,"2014-12-02","New York",-0.98,0.34,12.22,1.01,1010.76
-74.9384,42.1497,"2014-12-03","New York",3.88,0.41,14.12,1.02,996.92
-74.9384,42.1497,"2014-12-04","New York",-0.44,0.3,14.66,1.16,1006.89
-74.9384,42.1497,"2014-12-05","New York",-0.79,0.32,17.41,1.11,1009.42
-74.9384,42.1497,"2014-12-06","New York",3.23,0.43,19.33,0.99,1002.62
-74.9384,42.1497,"2014-12-07","New York",-2.19,0.27,6.94,0.96,1012.36
-74.9384,42.1497,"2014-12-08","New York",-3.84,0.32,12.55,0.94,1011.95
-74.9384,42.1497,"2014-12-09","New York",1.92,0.3,12.21,0.85,995.99
-74.9384,42.1497,"2014-12-10","New York",0.12,0.29,11.18,0.82,986.7
-74.9384,42.1497,"2014-12-11","New York",-1.36,0.27,14.95,1.1,987.01
-74.9384,42.1497,"2014-12-12","New York",-1.23,0.24,11.7,1.04,994.59
-74.9384,42.1497,"2014-12-13","New York",0.49,0.23,9,1.16,994.45
-74.9384,42.1497,"2014-12-14","New York",2.01,0.26,10.44,1.1,993.46
-74.9384,42.1497,"2014-12-15","New York",1.56,0.32,16.02,1.11,997.53
-74.9384,42.1497,"2014-12-16","New York",2.77,0.46,19.8,1.1,993.55
-74.9384,42.1497,"2014-12-17","New York",4.42,0.3,11.84,1.07,990.58
-74.9384,42.1497,"2014-12-18","New York",0.69,0.24,8.62,0.98,994.23
-74.9384,42.1497,"2014-12-19","New York",-2.08,0.26,10.78,0.95,997.96
-74.9384,42.1497,"2014-12-20","New York",-3.31,0.29,14.66,1.08,1003.28
-74.9384,42.1497,"2014-12-21","New York",-1.85,0.31,14.85,1.23,1004.54
-74.9384,42.1497,"2014-12-22","New York",0.92,0.31,14.36,1.01,1002.63
-74.9384,42.1497,"2014-12-23","New York",4.78,0.32,15.77,0.91,994.72
-74.9384,42.1497,"2014-12-24","New York",7.88,0.31,13.88,0.84,983.87
-74.9384,42.1497,"2014-12-25","New York",7.26,0.23,6.57,1.01,984.11
-74.9384,42.1497,"2014-12-26","New York",4.33,0.27,13.42,1.28,997.9
-74.9384,42.1497,"2014-12-27","New York",6.22,0.36,18.12,1.95,996.51
-74.9384,42.1497,"2014-12-28","New York",5.11,0.29,11.78,1.23,990.62
-74.9384,42.1497,"2014-12-29","New York",-0.72,0.27,11.71,0.98,998.14
-74.9384,42.1497,"2014-12-30","New York",-5.67,0.28,11.41,1.24,1003.21
-74.9384,42.1497,"2014-12-31","New York",-6.02,0.29,12.25,1.28,999.15
-93.214,42.0046,"2014-01-01","Iowa",-13.13,0.2,6.04,0.21,995.24
-93.214,42.0046,"2014-01-02","Iowa",-15.14,0.21,9.65,0.19,998.82
-93.214,42.0046,"2014-01-03","Iowa",-12.56,0.26,9.96,7.08,990.25
-93.214,42.0046,"2014-01-04","Iowa",-4.88,0.19,5.29,0.9,982.72
-93.214,42.0046,"2014-01-05","Iowa",-15.71,0.17,2.93,0.15,993.76
-93.214,42.0046,"2014-01-06","Iowa",-24.08,0.16,5.06,0.12,997.84
-93.214,42.0046,"2014-01-07","Iowa",-17.44,0.29,15.2,0.75,994.67
-93.214,42.0046,"2014-01-08","Iowa",-15.03,0.3,17.12,0.21,1000.15
-93.214,42.0046,"2014-01-09","Iowa",-10.27,0.3,16.07,1.54,995.57
-93.214,42.0046,"2014-01-10","Iowa",-0.41,0.29,11.8,0.57,978.28
-93.214,42.0046,"2014-01-11","Iowa",-0.66,0.19,6.93,0.2,975.27
-93.214,42.0046,"2014-01-12","Iowa",2.45,0.25,6.61,5.24,974.7
-93.214,42.0046,"2014-01-13","Iowa",1.17,0.23,7.5,0.3,976.29
-93.214,42.0046,"2014-01-14","Iowa",-2.38,0.18,4.34,0.22,980.84
-93.214,42.0046,"2014-01-15","Iowa",-8.75,0.17,3.81,0.83,987.77
-93.214,42.0046,"2014-01-16","Iowa",-2.91,0.17,3.9,0.31,975.72
-93.214,42.0046,"2014-01-17","Iowa",-11.58,0.18,7.46,0.08,985.91
-93.214,42.0046,"2014-01-18","Iowa",-7.61,0.22,6.97,0.27,979.78
-93.214,42.0046,"2014-01-19","Iowa",-0.56,0.19,5.84,0.58,977.96
-93.214,42.0046,"2014-01-20","Iowa",-1.91,0.18,6.08,0.13,984.58
-93.214,42.0046,"2014-01-21","Iowa",-16.05,0.18,5.79,0.16,996.89
-93.214,42.0046,"2014-01-22","Iowa",-12.88,0.17,5.01,0.25,990.52
-93.214,42.0046,"2014-01-23","Iowa",-19.47,0.18,7.51,0.06,1007.04
-93.214,42.0046,"2014-01-24","Iowa",-6.77,0.19,5.91,1.3,985.37
-93.214,42.0046,"2014-01-25","Iowa",-6.43,0.16,3.61,0.12,979.76
-93.214,42.0046,"2014-01-26","Iowa",-4.46,0.16,2.24,0.22,974.18
-93.214,42.0046,"2014-01-27","Iowa",-19.47,0.16,5.42,0.02,998.93
-93.214,42.0046,"2014-01-28","Iowa",-17.9,0.26,12.48,0.06,999.11
-93.214,42.0046,"2014-01-29","Iowa",-8.06,0.29,8.54,3.99,988.76
-93.214,42.0046,"2014-01-30","Iowa",-3.38,0.19,5.18,3.71,978.32
-93.214,42.0046,"2014-01-31","Iowa",-12.32,0.2,7.76,0.19,990.47
-93.214,42.0046,"2014-02-01","Iowa",-8.63,0.22,9.22,0.19,987.05
-93.214,42.0046,"2014-02-02","Iowa",-15.02,0.24,7.8,0.04,996.86
-93.214,42.0046,"2014-02-03","Iowa",-13.79,0.41,12.26,0.58,997.59
-93.214,42.0046,"2014-02-04","Iowa",-10.02,0.29,14.88,0.66,996.57
-93.214,42.0046,"2014-02-05","Iowa",-13.64,0.19,6.47,0.11,999.82
-93.214,42.0046,"2014-02-06","Iowa",-18.8,0.2,9.74,0.11,1002.65
-93.214,42.0046,"2014-02-07","Iowa",-15.25,0.25,10.79,0.77,997.99
-93.214,42.0046,"2014-02-08","Iowa",-10.26,0.24,9.72,1.58,992
-93.214,42.0046,"2014-02-09","Iowa",-14.48,0.21,9.19,0.2,995.78
-93.214,42.0046,"2014-02-10","Iowa",-19.74,0.23,14.21,0.1,1002.11
-93.214,42.0046,"2014-02-11","Iowa",-17.68,0.34,14.6,1.24,1000.57
-93.214,42.0046,"2014-02-12","Iowa",-8.94,0.28,13.95,3.55,990.23
-93.214,42.0046,"2014-02-13","Iowa",-3.82,0.24,9.32,1.46,977.86
-93.214,42.0046,"2014-02-14","Iowa",-10.98,0.2,6.96,0.09,982.56
-93.214,42.0046,"2014-02-15","Iowa",-11.46,0.26,9.98,0.61,986.53
-93.214,42.0046,"2014-02-17","Iowa",-1.61,0.23,9.31,1.85,982.47
-93.214,42.0046,"2014-02-18","Iowa",3.34,0.28,8.97,1.18,978.19
-93.214,42.0046,"2014-02-19","Iowa",2.51,0.22,7.22,0.9,982.63
-93.214,42.0046,"2014-02-20","Iowa",1.65,0.2,6.98,0.41,968.98
-93.214,42.0046,"2014-02-21","Iowa",-2.47,0.21,7.37,0.11,977.29
-93.214,42.0046,"2014-02-22","Iowa",-4.56,0.22,9.27,0.12,987.3
-93.214,42.0046,"2014-02-23","Iowa",-7.98,0.18,6.09,0.06,995.66
-93.214,42.0046,"2014-02-24","Iowa",-9.08,0.2,8.04,0.06,997.12
-93.214,42.0046,"2014-02-25","Iowa",-13.03,0.19,6.09,0.1,997.48
-93.214,42.0046,"2014-02-26","Iowa",-12.64,0.2,6.38,0.81,989.72
-93.214,42.0046,"2014-02-27","Iowa",-15.59,0.19,6.04,0.09,990.26
-93.214,42.0046,"2014-02-28","Iowa",-7.46,0.22,7.77,2.57,986.49
-93.214,42.0046,"2014-03-01","Iowa",-11.33,0.2,5.31,0.1,996.02
-93.214,42.0046,"2014-03-02","Iowa",-18.23,0.19,4.6,0.15,1002.73
-93.214,42.0046,"2014-03-03","Iowa",-15.74,0.23,8.34,1.22,1001.66
-93.214,42.0046,"2014-03-04","Iowa",-7.23,0.23,8.57,2.32,992.75
-93.214,42.0046,"2014-03-05","Iowa",-6.18,0.23,11,0.49,997.18
-93.214,42.0046,"2014-03-06","Iowa",-5.22,0.27,8.91,1.91,993.08
-93.214,42.0046,"2014-03-07","Iowa",1.07,0.27,8.41,2.43,984.64
-93.214,42.0046,"2014-03-08","Iowa",-1.27,0.23,7.53,0.16,993.64
-93.214,42.0046,"2014-03-09","Iowa",2.12,0.22,5.69,0.39,988.01
-93.214,42.0046,"2014-03-10","Iowa",9.02,0.27,11.46,0.7,977.99
-93.214,42.0046,"2014-03-11","Iowa",4.58,0.26,8.01,0.28,977.49
-93.214,42.0046,"2014-03-12","Iowa",-0.76,0.19,5.63,0.07,987.4
-93.214,42.0046,"2014-03-13","Iowa",4.02,0.22,5.4,1.18,984.98
-93.214,42.0046,"2014-03-14","Iowa",7.04,0.19,5.42,0.32,979.43
-93.214,42.0046,"2014-03-15","Iowa",1.99,0.2,5.9,0.13,989.36
-93.214,42.0046,"2014-03-16","Iowa",-3.93,0.18,3.81,0.05,995.23
-93.214,42.0046,"2014-03-17","Iowa",-1.06,0.2,4.6,3.6,981.06
-93.214,42.0046,"2014-03-18","Iowa",5.29,0.23,7.61,3.48,975.24
-93.214,42.0046,"2014-03-19","Iowa",2.12,0.25,8.04,0.21,982.43
-93.214,42.0046,"2014-03-20","Iowa",4.11,0.3,9.12,0.69,986.81
-93.214,42.0046,"2014-03-21","Iowa",6.01,0.2,5.69,1.66,982.87
-93.214,42.0046,"2014-03-22","Iowa",-1.63,0.18,2.77,0.07,996.07
-93.214,42.0046,"2014-03-23","Iowa",-4.55,0.18,3.57,0.1,1001.22
-93.214,42.0046,"2014-03-24","Iowa",-1.99,0.2,5.58,0.49,995.31
-93.214,42.0046,"2014-03-25","Iowa",-5.05,0.21,7.13,0.05,994.01
-93.214,42.0046,"2014-03-26","Iowa",0.8,0.23,5.43,6.51,988.56
-93.214,42.0046,"2014-03-27","Iowa",5.9,0.22,4.43,9.62,972.19
-93.214,42.0046,"2014-03-28","Iowa",2.14,0.21,6.81,0.29,987.21
-93.214,42.0046,"2014-03-29","Iowa",4.36,0.22,7.08,0.31,993.98
-93.214,42.0046,"2014-03-30","Iowa",9.83,0.23,4.53,8.7,988.07
-93.214,42.0046,"2014-03-31","Iowa",11.91,0.2,3.52,11.15,977.95
-93.214,42.0046,"2014-04-01","Iowa",2.04,0.18,4.04,0.2,985.94
-93.214,42.0046,"2014-04-02","Iowa",4.88,0.22,7.2,0.64,988.2
-93.214,42.0046,"2014-04-03","Iowa",4.26,0.22,7.04,0.31,978.35
-93.214,42.0046,"2014-04-04","Iowa",2.37,0.19,3.19,0.16,980.87
-93.214,42.0046,"2014-04-05","Iowa",4.91,0.23,6.04,1.54,991.48
-93.214,42.0046,"2014-04-06","Iowa",9.13,0.26,7.67,4.29,986.65
-93.214,42.0046,"2014-04-07","Iowa",10.26,0.29,7.99,0.95,979.47
-93.214,42.0046,"2014-04-08","Iowa",8.62,0.19,3.74,0.14,983.41
-93.214,42.0046,"2014-04-09","Iowa",11.4,0.21,4.99,3.8,984.15
-93.214,42.0046,"2014-04-10","Iowa",13.72,0.22,10.17,0.59,981.42
-93.214,42.0046,"2014-04-11","Iowa",14.16,0.27,8.86,1.12,986.65
-93.214,42.0046,"2014-04-12","Iowa",19.88,0.22,3.56,5.59,978.08
-93.214,42.0046,"2014-04-13","Iowa",11.94,0.2,3.3,1.16,974.25
-93.214,42.0046,"2014-04-14","Iowa",0.98,0.15,3.74,0.03,984.65
-93.214,42.0046,"2014-04-15","Iowa",0.75,0.17,5.57,0.27,991.24
-93.214,42.0046,"2014-04-16","Iowa",7.96,0.19,3.05,5.5,987.16
-93.214,42.0046,"2014-04-17","Iowa",6.35,0.2,6.43,1.17,993.81
-93.214,42.0046,"2014-04-18","Iowa",8.92,0.22,6.74,2.65,996.76
-93.214,42.0046,"2014-04-19","Iowa",14.74,0.21,4.39,5.98,993.43
-93.214,42.0046,"2014-04-20","Iowa",19.87,0.21,3.37,4.84,988.94
-93.214,42.0046,"2014-04-21","Iowa",16.78,0.21,6.16,0.67,985.24
-93.214,42.0046,"2014-04-22","Iowa",11.27,0.17,5.83,0.1,988.82
-93.214,42.0046,"2014-04-23","Iowa",8.61,0.2,4.76,5.83,988.21
-93.214,42.0046,"2014-04-24","Iowa",10.71,0.23,7.33,4.52,978.85
-93.214,42.0046,"2014-04-25","Iowa",14.58,0.23,7.43,0.28,981.26
-93.214,42.0046,"2014-04-26","Iowa",14.34,0.22,5.27,1.07,982.49
-93.214,42.0046,"2014-04-27","Iowa",12.13,0.19,3.87,5,976.72
-93.214,42.0046,"2014-04-28","Iowa",11.42,0.2,5.35,0.86,969.52
-93.214,42.0046,"2014-04-29","Iowa",8.79,0.19,5.95,0.4,971.53
-93.214,42.0046,"2014-04-30","Iowa",5.07,0.16,3.46,0.13,979.29
-93.214,42.0046,"2014-05-01","Iowa",6.89,0.17,3.31,0.15,980.79
-93.214,42.0046,"2014-05-02","Iowa",11.42,0.18,4.9,0.36,980.37
-93.214,42.0046,"2014-05-03","Iowa",14.28,0.18,5.52,0.12,982.55
-93.214,42.0046,"2014-05-04","Iowa",11.94,0.2,4.16,0.54,986.93
-93.214,42.0046,"2014-05-05","Iowa",13.53,0.19,4.88,1.16,983.7
-93.214,42.0046,"2014-05-06","Iowa",15.64,0.2,5.43,5.46,980.93
-93.214,42.0046,"2014-05-07","Iowa",22.38,0.23,6.12,5.46,976.62
-93.214,42.0046,"2014-05-08","Iowa",22.21,0.2,3.61,4.36,978.24
-93.214,42.0046,"2014-05-09","Iowa",14.85,0.17,5.05,0.25,979.98
-93.214,42.0046,"2014-05-10","Iowa",17.93,0.23,5.51,3.36,982.62
-93.214,42.0046,"2014-05-11","Iowa",19.43,0.2,4.98,2.73,981.5
-93.214,42.0046,"2014-05-12","Iowa",19.38,0.19,4.26,1.66,980.55
-93.214,42.0046,"2014-05-13","Iowa",10.37,0.15,3.81,0.1,990.1
-93.214,42.0046,"2014-05-14","Iowa",10.21,0.19,6.79,0.09,992.82
-93.214,42.0046,"2014-05-15","Iowa",8.23,0.18,5.66,0.1,988.66
-93.214,42.0046,"2014-05-16","Iowa",7.27,0.19,7.13,0.07,989.51
-93.214,42.0046,"2014-05-17","Iowa",10.86,0.23,5.73,0.24,991.67
-93.214,42.0046,"2014-05-18","Iowa",15.16,0.19,3.98,3.66,992.23
-93.214,42.0046,"2014-05-19","Iowa",17.96,0.19,3.47,5.76,985.52
-93.214,42.0046,"2014-05-20","Iowa",23.3,0.21,6.89,2.79,981.56
-93.214,42.0046,"2014-05-21","Iowa",22.52,0.18,5.9,0.28,985.27
-93.214,42.0046,"2014-05-22","Iowa",16.91,0.2,8.39,0.13,991.72
-93.214,42.0046,"2014-05-23","Iowa",18.88,0.23,8.58,0.27,992.92
-93.214,42.0046,"2014-05-24","Iowa",19.38,0.24,4.92,2.66,992.05
-93.214,42.0046,"2014-05-25","Iowa",20.84,0.25,3.81,2.16,988.79
-93.214,42.0046,"2014-05-26","Iowa",22.4,0.2,3.58,1.45,986.18
-93.214,42.0046,"2014-05-27","Iowa",22.74,0.17,5.92,0.66,984.79
-93.214,42.0046,"2014-05-28","Iowa",21.81,0.19,6.1,0.26,986.38
-93.214,42.0046,"2014-05-29","Iowa",22.58,0.2,4.81,0.78,988.8
-93.214,42.0046,"2014-05-30","Iowa",24.39,0.21,5.58,1.3,990.32
-93.214,42.0046,"2014-05-31","Iowa",24.42,0.21,3.73,3.91,989.19
-93.214,42.0046,"2014-06-01","Iowa",25.37,0.14,2.38,4.68,983.95
-93.214,42.0046,"2014-06-02","Iowa",23.56,0.12,4.36,1.08,981.96
-93.214,42.0046,"2014-06-03","Iowa",21.57,0.16,5.86,1.27,985.27
-93.214,42.0046,"2014-06-04","Iowa",19.42,0.18,5.05,0.58,982.07
-93.214,42.0046,"2014-06-05","Iowa",19.61,0.2,4.14,1.94,985.16
-93.214,42.0046,"2014-06-06","Iowa",22.27,0.23,5.31,3.12,985.78
-93.214,42.0046,"2014-06-07","Iowa",19.34,0.25,6.35,0.94,984.64
-93.214,42.0046,"2014-06-08","Iowa",17.54,0.15,3.23,0.09,988.16
-93.214,42.0046,"2014-06-09","Iowa",19.98,0.18,5.6,0.84,985.42
-93.214,42.0046,"2014-06-10","Iowa",18.12,0.2,6.71,0.34,982.59
-93.214,42.0046,"2014-06-11","Iowa",20.44,0.21,6.4,0.16,979.94
-93.214,42.0046,"2014-06-12","Iowa",19.31,0.16,5.06,0.14,983.16
-93.214,42.0046,"2014-06-13","Iowa",18.03,0.16,4.55,0.18,988.02
-93.214,42.0046,"2014-06-14","Iowa",20.23,0.2,2.39,4.86,984.75
-93.214,42.0046,"2014-06-15","Iowa",22.89,0.16,3.84,5.77,981.26
-93.214,42.0046,"2014-06-16","Iowa",24.08,0.18,3.67,5.1,984.63
-93.214,42.0046,"2014-06-17","Iowa",25.09,0.15,2.99,3.39,983.92
-93.214,42.0046,"2014-06-18","Iowa",25.43,0.16,3.27,1.92,985.09
-93.214,42.0046,"2014-06-19","Iowa",22.36,0.15,3.7,0.62,988.14
-93.214,42.0046,"2014-06-20","Iowa",24.34,0.19,4.87,0.27,987.93
-93.214,42.0046,"2014-06-21","Iowa",24.57,0.2,3.91,0.7,985.99
-93.214,42.0046,"2014-06-22","Iowa",21.35,0.18,3.79,0.88,984.6
-93.214,42.0046,"2014-06-23","Iowa",21.98,0.16,4.92,0.35,984.46
-93.214,42.0046,"2014-06-24","Iowa",23.61,0.15,5.44,0.19,986.21
-93.214,42.0046,"2014-06-25","Iowa",24.34,0.17,6.21,0.22,988.46
-93.214,42.0046,"2014-06-26","Iowa",22.57,0.21,6.32,1.39,988.33
-93.214,42.0046,"2014-06-27","Iowa",24.39,0.18,3.17,5.23,985.9
-93.214,42.0046,"2014-06-28","Iowa",24.11,0.12,2.07,6.24,985.01
-93.214,42.0046,"2014-06-29","Iowa",23.72,0.13,2.42,3.38,984.84
-93.214,42.0046,"2014-06-30","Iowa",22.03,0.17,5.35,3.32,980.66
-93.214,42.0046,"2014-07-01","Iowa",20.93,0.13,2.87,0.24,981.75
-93.214,42.0046,"2014-07-02","Iowa",16.03,0.13,4.08,0.16,988.96
-93.214,42.0046,"2014-07-03","Iowa",18.57,0.21,6.58,0.23,994.49
-93.214,42.0046,"2014-07-04","Iowa",20.59,0.28,4.92,1.4,997.88
-93.214,42.0046,"2014-07-05","Iowa",19.03,0.19,2.7,5.35,992.93
-93.214,42.0046,"2014-07-06","Iowa",24.98,0.18,2.54,1.21,983.76
-93.214,42.0046,"2014-07-07","Iowa",24.98,0.16,3.98,0.38,981.26
-93.214,42.0046,"2014-07-08","Iowa",22.54,0.12,3.74,0.18,982.94
-93.214,42.0046,"2014-07-09","Iowa",20.68,0.18,5.71,0.19,989.01
-93.214,42.0046,"2014-07-10","Iowa",22.51,0.21,2.9,3.32,990.65
-93.214,42.0046,"2014-07-11","Iowa",22.48,0.21,4.69,4.83,990.17
-93.214,42.0046,"2014-07-12","Iowa",24.34,0.19,4,1.1,986.59
-93.214,42.0046,"2014-07-13","Iowa",22.76,0.18,3.98,0.22,986.1
-93.214,42.0046,"2014-07-14","Iowa",19.9,0.16,3.9,0.16,985.21
-93.214,42.0046,"2014-07-15","Iowa",15.9,0.13,5.55,0.12,988.44
-93.214,42.0046,"2014-07-16","Iowa",18.14,0.17,7.79,0.2,988.86
-93.214,42.0046,"2014-07-17","Iowa",19.73,0.22,7.94,0.86,989.96
-93.214,42.0046,"2014-07-18","Iowa",20.98,0.2,5.8,2.39,990.34
-93.214,42.0046,"2014-07-19","Iowa",21.63,0.19,3.59,2.82,988.31
-93.214,42.0046,"2014-07-20","Iowa",23.05,0.18,2.13,6.3,986.91
-93.214,42.0046,"2014-07-21","Iowa",25.71,0.2,2.68,6.84,986.89
-93.214,42.0046,"2014-07-22","Iowa",26.94,0.19,4.93,3.6,986.94
-93.214,42.0046,"2014-07-23","Iowa",22.65,0.18,6.53,0.24,992.46
-93.214,42.0046,"2014-07-24","Iowa",20.8,0.21,6.36,3.3,990.87
-93.214,42.0046,"2014-07-25","Iowa",20.52,0.19,3.17,4.85,984.51
-93.214,42.0046,"2014-07-26","Iowa",23.56,0.24,5.21,1.24,982
-93.214,42.0046,"2014-07-27","Iowa",22.11,0.16,2.43,0.18,984.57
-93.214,42.0046,"2014-07-28","Iowa",18.87,0.15,4.33,0.08,991.84
-93.214,42.0046,"2014-07-29","Iowa",19.75,0.18,5.45,0.12,990.76
-93.214,42.0046,"2014-07-30","Iowa",20.59,0.2,6.76,0.2,989.76
-93.214,42.0046,"2014-07-31","Iowa",21.48,0.23,7.57,0.18,989.45
-93.214,42.0046,"2014-08-01","Iowa",22.56,0.27,7.6,1.82,989.95
-93.214,42.0046,"2014-08-02","Iowa",22.69,0.28,5.37,2.08,991.73
-93.214,42.0046,"2014-08-03","Iowa",23.37,0.27,4.23,1.25,991.14
-93.214,42.0046,"2014-08-04","Iowa",23.64,0.22,4.99,2.01,989.09
-93.214,42.0046,"2014-08-05","Iowa",21.22,0.2,6.16,0.18,989.29
-93.214,42.0046,"2014-08-06","Iowa",20.64,0.22,4.42,0.4,989.08
-93.214,42.0046,"2014-08-07","Iowa",21.04,0.23,4.95,3,987.64
-93.214,42.0046,"2014-08-08","Iowa",22.1,0.23,5.81,0.86,988.15
-93.214,42.0046,"2014-08-09","Iowa",22.54,0.27,5.41,1.38,989.08
-93.214,42.0046,"2014-08-10","Iowa",22.18,0.28,6.62,0.61,988.3
-93.214,42.0046,"2014-08-11","Iowa",21.16,0.22,3.88,0.21,985.98
-93.214,42.0046,"2014-08-12","Iowa",19.19,0.21,4.55,0.12,987.57
-93.214,42.0046,"2014-08-13","Iowa",20.9,0.24,6.19,0.25,989.81
-93.214,42.0046,"2014-08-14","Iowa",21.14,0.23,5.01,0.28,989.63
-93.214,42.0046,"2014-08-15","Iowa",19.67,0.23,4.32,2.48,987.32
-93.214,42.0046,"2014-08-16","Iowa",21.34,0.23,4.83,1.82,983.99
-93.214,42.0046,"2014-08-17","Iowa",22.79,0.25,3.81,0.5,985.31
-93.214,42.0046,"2014-08-18","Iowa",24.13,0.21,3.19,1.98,982.09
-93.214,42.0046,"2014-08-19","Iowa",24.27,0.21,6.48,0.31,979.67
-93.214,42.0046,"2014-08-20","Iowa",22.28,0.23,7.14,0.9,983.19
-93.214,42.0046,"2014-08-21","Iowa",24.99,0.21,4.95,1.55,983.52
-93.214,42.0046,"2014-08-22","Iowa",25.77,0.22,6.83,0.26,984.82
-93.214,42.0046,"2014-08-23","Iowa",24.18,0.18,3.68,0.32,985.12
-93.214,42.0046,"2014-08-24","Iowa",26.94,0.16,2.19,1.4,984.47
-93.214,42.0046,"2014-08-25","Iowa",26.74,0.2,4.81,0.61,986.31
-93.214,42.0046,"2014-08-26","Iowa",22.74,0.19,4.44,0.32,990.69
-93.214,42.0046,"2014-08-27","Iowa",21.39,0.2,5.1,1.13,991.7
-93.214,42.0046,"2014-08-28","Iowa",20.41,0.22,4.71,2.87,988.01
-93.214,42.0046,"2014-08-29","Iowa",23.62,0.2,3.55,5.83,982.57
-93.214,42.0046,"2014-08-30","Iowa",22.36,0.18,4.26,0.49,982.9
-93.214,42.0046,"2014-08-31","Iowa",24.01,0.23,3.14,7.42,982.45
-93.214,42.0046,"2014-09-01","Iowa",22.09,0.14,3.34,0.56,980.67
-93.214,42.0046,"2014-09-02","Iowa",20.81,0.21,6.3,0.71,985.07
-93.214,42.0046,"2014-09-03","Iowa",22.87,0.21,3.78,14.06,984.66
-93.214,42.0046,"2014-09-04","Iowa",26.31,0.16,3.03,12.22,982.83
-93.214,42.0046,"2014-09-05","Iowa",19.48,0.14,4.23,0.34,988.67
-93.214,42.0046,"2014-09-06","Iowa",16.73,0.21,4.98,0.21,993.77
-93.214,42.0046,"2014-09-07","Iowa",18.13,0.25,3.92,1.78,992.28
-93.214,42.0046,"2014-09-08","Iowa",19.08,0.23,4.29,5.3,986.98
-93.214,42.0046,"2014-09-09","Iowa",20.06,0.17,4.21,5.16,982.12
-93.214,42.0046,"2014-09-10","Iowa",18.12,0.14,2.58,1.04,978.64
-93.214,42.0046,"2014-09-11","Iowa",10.71,0.13,3.45,0.18,994.24
-93.214,42.0046,"2014-09-12","Iowa",8.34,0.16,5.22,0.09,999.38
-93.214,42.0046,"2014-09-13","Iowa",9.09,0.22,4.55,1.04,998.7
-93.214,42.0046,"2014-09-14","Iowa",12.97,0.24,3.78,1.86,994.73
-93.214,42.0046,"2014-09-15","Iowa",12.96,0.22,6.16,1.06,992.47
-93.214,42.0046,"2014-09-16","Iowa",12.34,0.27,6.45,1.76,993
-93.214,42.0046,"2014-09-17","Iowa",15.02,0.27,7.56,2.03,987.46
-93.214,42.0046,"2014-09-18","Iowa",16.26,0.28,6.01,1.46,989.84
-93.214,42.0046,"2014-09-19","Iowa",18.49,0.22,3.33,8.62,987.17
-93.214,42.0046,"2014-09-20","Iowa",21.21,0.19,3.71,0.75,983.12
-93.214,42.0046,"2014-09-21","Iowa",14.95,0.13,3.15,0.11,989.76
